node,degree
16355,4
17054,17
17134,16
18985,6
18993,6
19846,7
20293,15
21359,6
383,13
2885,16
6272,13
8821,40
9823,11
10324,35
12598,10
14806,15
15328,9
16098,27
18422,10
21496,26
21756,4
703,1
1544,3
1924,3
2450,6
3886,69
4132,5
4741,2
6135,8
6141,5
6564,5
8434,3
16240,9
17427,16
385,5
1685,12
8912,7
10250,42
21455,5
23109,5
386,10
5132,15
7873,27
8362,54
8365,10
12421,25
18406,10
18740,18
18914,13
19803,23
19821,10
388,6
644,8
7652,11
10895,8
14338,6
18738,11
22410,8
389,3
2750,3
5247,3
13632,5
390,5
1543,2
3063,2
21337,3
391,3
10104,6
11153,3
21273,6
392,3
7786,9
11661,5
18966,5
393,24
1221,22
4969,13
4970,125
5572,3
7774,8
7793,21
7841,27
8403,18
8951,21
13119,5
13178,10
13819,19
14925,19
18680,27
20035,8
20295,4
23049,15
394,2
4811,19
7056,14
395,1
396,2
2360,32
9376,37
397,7
6548,7
8063,10
8122,7
12377,7
15694,7
18670,17
22142,7
398,2
12593,3
6982,2
18723,2
400,1
10985,1
716,9
1337,53
2508,19
2899,8
3463,6
3711,15
4157,4
4411,9
5013,14
5682,16
6672,8
6941,33
7290,6
7669,3
7844,18
8481,29
8692,23
9078,4
10576,17
10711,5
11437,13
11498,36
11571,18
11697,8
12579,6
12663,20
13716,23
16248,18
16255,19
16327,41
17201,8
17281,13
17314,13
18705,34
19230,25
19242,4
19486,11
20273,18
22406,3
22719,2
22866,6
22972,14
402,7
1298,13
3949,2
13371,23
13881,9
15099,20
22204,22
403,4
11991,4
14960,4
16592,7
17787,4
404,3
15676,3
405,2
3026,17
14959,7
406,2
20603,2
407,2
5860,28
17039,34
408,4
11725,40
19693,4
409,4
3554,2
5790,5
17449,23
410,23
766,8
767,24
868,24
1104,17
4634,27
5549,8
6809,18
6887,8
7120,40
7489,8
11230,8
11886,2
12651,8
13205,14
15765,11
16169,5
17610,30
21219,30
21685,7
22003,22
411,2
3521,7
412,15
4935,9
11530,32
13293,12
13658,37
13961,19
15164,22
15440,12
20795,17
413,5
5761,8
14822,10
19010,9
5489,5
5552,2
7575,18
15527,2
19017,9
415,6
2570,5
3129,5
3877,2
11139,5
19013,6
416,4
2211,4
2916,7
5629,4
14522,4
417,8
4832,4
8958,4
13761,18
18151,3
18251,6
18256,4
418,3
2283,14
13005,6
15948,3
419,1
16011,1
608,8
980,7
1253,11
1639,4
2598,44
2613,30
2815,2
2879,4
5960,7
6087,4
6702,20
6823,3
6831,10
7237,13
7251,4
7620,17
7725,84
8006,8
8819,37
9669,3
11442,11
11744,9
12079,22
12719,3
13179,15
13755,15
15543,9
15645,9
15945,8
17277,6
17285,14
17589,7
17711,7
18014,21
18268,15
19557,7
19804,6
20703,8
421,2
3811,9
19686,5
8697,5
21061,2
423,2
2059,17
424,2
14741,17
18791,9
520,11
2092,19
4956,7
5856,12
6002,42
7200,23
7358,16
7788,53
7925,6
8494,18
9304,20
9670,19
9721,35
10103,5
11841,13
11982,63
12121,48
12687,51
15385,6
15862,10
16865,24
17561,6
18094,23
19582,11
21074,59
22510,24
426,13
7428,41
7534,10
8677,12
9900,30
10135,29
11531,22
13157,29
18854,5
19987,20
20335,21
427,3
8586,12
10136,3
17939,37
428,2
9660,7
13964,12
3641,4
4278,34
7539,2
7964,13
11882,6
19219,13
20037,28
21135,6
430,4
4398,4
9440,13
14634,9
21683,4
460,9
852,11
1755,9
7453,13
9244,10
9458,5
9755,2
11791,2
12249,4
13377,3
17991,5
18478,13
18480,4
19381,7
22818,7
432,3
4250,3
21949,3
433,15
832,3
10202,7
10458,4
17143,17
18763,18
19525,12
19878,5
22116,10
434,1
10046,8
436,14
601,14
6012,14
8594,14
8759,101
8789,16
13936,56
14114,49
14514,18
14744,28
18895,14
20186,20
21067,158
21753,34
437,5
12310,8
13245,23
13574,4
21771,5
438,2
11952,20
439,8
2193,8
4609,6
13354,5
13511,5
13598,18
15820,56
20471,17
4946,16
5343,19
6508,8
11856,7
14999,5
15531,8
441,8
3031,8
13536,14
13548,8
442,4
11369,11
16092,10
16430,5
17194,4
1878,6
2317,7
2395,7
3872,5
4101,5
4878,6
6958,22
8108,27
8140,12
8591,12
8604,19
8898,5
10812,12
13177,20
14854,21
16661,12
17265,10
19542,11
444,4
6920,14
8516,9
12126,9
21124,6
445,6
1915,6
9365,7
10484,6
10503,11
15392,6
22937,6
446,11
9625,11
10881,9
13440,17
13685,9
17663,14
21866,7
22606,15
22653,38
447,5
1658,8
11401,11
14945,5
19254,9
20771,20
448,8
5124,8
10701,8
13441,8
15066,8
18909,8
20153,8
20420,8
20970,8
822,16
851,5
1347,6
2224,27
2541,38
3446,27
4004,32
5895,36
7157,32
7169,14
7448,18
7510,26
7805,6
7976,10
8014,22
8402,11
9028,28
9542,22
10094,14
10352,26
11851,28
12824,13
13780,7
14615,17
15364,11
18187,11
19296,14
19511,57
19866,16
21497,11
22159,21
22898,18
23013,5
450,7
15900,15
22330,12
451,6
5950,14
6855,6
8468,6
9659,6
15815,10
20819,6
452,10
5291,25
5958,10
8618,21
9630,24
18789,15
20889,81
20964,15
21065,42
453,7
14812,5
15748,7
17505,7
19390,7
19422,10
21531,9
21745,9
454,5
12949,9
19778,52
21476,9
455,4
3091,83
7761,54
8381,33
456,3
8909,1
15202,4
17369,5
457,5
1443,5
12559,5
16844,5
17817,5
18360,5
458,3
735,3
13814,2
18643,7
459,3
4726,54
15797,49
17294,51
2252,16
3084,7
14477,2
20544,9
461,6
13541,6
15867,4
16651,11
22178,4
22360,4
4071,2
6485,5
8357,75
8842,11
14686,3
18718,6
19185,2
1450,3
1733,4
5917,4
10698,6
10768,19
11269,4
16541,3
21129,33
22520,3
464,16
1778,4
4170,26
6921,4
11917,32
12224,2
13340,3
16180,6
17374,1
18428,4
20005,5
20045,56
21399,4
21822,16
22490,4
465,8
6409,13
13266,13
14786,8
16005,8
20875,8
21433,13
22409,8
466,1
7479,5
467,3
2258,4
4190,5
10378,32
468,2
6317,2
8701,2
469,1
20756,4
470,13
1887,2
2510,3
3389,12
3699,25
4006,13
5320,2
13400,3
18019,16
18597,5
19023,5
20656,16
471,3
1074,15
5779,8
15571,12
2691,4
3616,16
11136,2
11601,15
14521,8
14926,7
17130,3
473,24
677,2
872,2
1294,8
2156,5
2167,8
2629,1
2953,5
3264,1
3646,5
4434,7
5424,5
6159,5
9079,9
10290,3
10508,5
11351,6
11565,2
14315,7
14935,24
18115,16
20009,5
20070,5
20939,2
21520,6
474,3
2920,23
3068,30
7082,28
475,5
684,13
3547,10
12385,21
13725,10
13898,20
476,10
2682,3
3270,23
6637,17
7050,1
477,4
15458,2
18030,4
478,2
2515,34
16712,4
479,1
18949,3
480,1
10125,35
481,15
2349,8
6648,4
7712,7
7714,3
9009,28
9788,6
11462,15
11516,22
14737,1
16293,5
19049,7
19398,60
19772,2
672,29
2039,10
3029,20
3056,6
3152,4
5755,11
7376,6
7773,22
8527,12
12861,9
13408,42
16472,22
17762,10
2116,13
3487,6
4692,22
5908,18
7596,93
7777,11
8419,7
8531,23
9011,21
9334,13
10007,6
10955,20
11157,6
11550,90
12137,13
14415,9
14416,20
14517,6
16154,13
18189,13
18215,29
20804,59
21087,11
21110,25
22225,64
22959,6
23034,51
653,8
1560,4
2994,4
4150,17
5306,9
5686,6
6021,87
7279,24
10610,6
11576,20
12586,37
14742,5
15406,3
15412,20
17989,16
20277,6
21858,3
485,1
9683,1
486,1
487,16
3603,29
3674,4
3722,13
3818,29
5439,16
7469,13
12782,12
13185,23
16323,15
16754,10
18461,6
22086,17
22136,25
22915,30
488,2
1169,2
3605,13
3083,5
7470,6
490,6
943,19
5770,6
6008,9
15968,7
22891,16
491,1
3650,4
492,5
2409,5
5388,17
8161,5
17896,5
7450,5
21978,22
494,5
2555,58
3990,11
11130,45
15693,35
495,20
1285,10
7462,12
8110,12
9195,8
9827,9
10943,10
13990,23
14691,23
14868,32
17887,2
19788,10
22917,96
496,4
3894,4
12986,4
20429,21
497,6
1440,6
3793,13
4528,6
9887,6
12558,23
16949,6
499,4
2068,3
3975,15
5736,16
15001,7
500,4
14556,4
19277,4
501,4
747,4
1111,4
2488,4
12567,4
502,2
9118,29
16440,12
600,60
12746,2
697,10
1053,20
1291,45
1708,8
1990,34
4590,9
4668,13
5043,8
5464,9
7531,7
9194,10
9311,28
9632,8
9913,11
9955,75
10132,24
10284,16
10958,7
13442,8
13950,12
14490,19
14792,21
14882,16
15350,20
18788,13
18839,49
19094,18
19116,9
20216,20
20425,22
20873,15
20948,13
20956,46
21824,22
21873,14
22374,31
1330,4
4602,13
5606,2
9905,30
15397,12
17869,5
506,15
3058,12
3281,23
4455,10
4502,14
8440,7
11983,21
13296,8
13800,50
14307,55
507,2
508,1
4675,15
509,2
16817,7
510,18
538,28
8662,9
15819,6
17267,13
18090,19
18292,5
19677,28
20530,7
511,5
1428,5
7675,5
10990,5
21564,5
2106,24
5775,17
8129,21
10644,12
16605,12
513,6
2222,6
5569,6
6382,6
7739,6
15883,6
16014,8
514,4
3728,4
3992,21
14165,4
18553,4
515,3
2198,4
6405,2
516,17
1163,35
2229,14
3550,18
4482,49
4807,11
5522,29
5658,14
8964,31
9370,13
9469,20
10248,28
15250,13
15876,13
20332,18
21859,18
22217,20
22287,14
13060,1
13384,6
518,17
1745,45
1847,16
5996,19
7014,3
7015,5
7881,4
8024,37
9224,17
14001,29
14504,4
15177,21
16646,31
18920,6
22344,14
22865,40
519,18
2278,4
3588,5
3858,22
4704,2
9027,6
14932,10
17261,23
18231,29
20974,49
22814,22
23025,37
23041,3
521,3
15553,29
15808,18
19776,9
522,16
841,10
2889,37
3043,11
3136,29
3667,19
6311,19
6386,13
6500,5
6599,29
8521,19
11064,22
12166,8
15173,5
15259,58
17716,13
21191,11
523,2
3620,21
4697,2
524,6
12911,6
13550,6
525,6
1107,22
1765,11
9512,11
10854,8
13897,16
21954,9
526,6
2869,44
7213,6
8714,6
13366,17
527,8
5714,14
6239,26
7828,14
10148,5
16894,26
18607,7
528,6
13237,6
19544,15
19640,8
529,1
9149,3
4486,25
6427,4
12773,18
12776,4
12969,9
16881,5
16919,3
17189,4
531,3
2391,15
10546,22
10845,6
532,6
1340,6
1575,15
3262,10
11384,4
15801,3
533,4
11871,4
17510,4
21292,4
534,14
4080,74
4955,34
5499,61
7183,82
9871,97
11913,44
14672,16
14708,64
18742,44
18745,110
22652,36
535,2
5097,2
18773,2
536,4
3788,22
9147,6
15586,9
537,8
4880,17
11415,19
13573,25
15282,75
17467,37
18444,43
21515,25
1401,9
2743,5
7385,33
9091,15
9283,27
11285,5
12603,16
15410,9
15616,3
15754,36
17129,7
18426,12
539,3
3934,10
17345,16
540,2
17220,2
22745,6
541,7
2960,4
12431,4
14498,3
15502,7
17884,3
19746,18
21525,3
542,5
9132,16
11165,3
16217,21
18957,4
543,9
2137,2
8256,7
19453,3
19569,17
21372,2
544,2
4565,2
5851,2
545,3
14227,3
22747,3
546,10
5336,27
9186,15
11162,15
19384,32
19576,9
20111,13
22006,19
547,5
23118,11
548,1
549,2
12029,2
15483,22
551,11
1081,25
3139,7
5047,73
12441,6
15982,4
16324,5
19111,4
19842,14
19843,4
19934,3
21275,43
552,5
5771,5
7676,14
9218,26
15503,5
21187,5
553,1
6003,1
554,19
801,11
873,22
2680,8
2821,5
3579,25
4761,21
6211,3
6236,9
13098,4
15576,10
15760,29
17470,8
19202,28
19812,13
21265,6
22711,8
23067,33
23103,11
555,15
578,8
1151,5
2213,8
5672,4
9219,9
9504,46
9647,17
12105,8
16319,8
16377,9
17250,15
22187,8
556,1
12976,7
557,2
6646,2
21179,4
558,6
2609,6
4651,22
14367,32
14780,6
17217,10
22685,6
559,3
3312,3
12717,4
18688,3
10425,2
569,5
906,20
1417,5
1951,17
2164,15
2219,6
5041,3
5060,12
5298,26
5889,24
7779,9
8474,8
9126,64
9176,10
9679,9
9681,24
9807,48
10292,4
10377,52
10445,49
11567,21
12068,13
12854,13
12931,13
12983,7
13152,8
13431,14
13811,5
13903,5
14269,19
14332,5
14802,13
15438,4
15508,5
16127,47
16134,13
16313,38
18001,37
18018,57
18439,21
18803,8
18900,6
19099,22
19152,3
20159,35
21613,5
21645,32
22903,41
23061,9
23066,7
562,2
9098,3
12790,11
563,8
4981,30
8665,12
11954,9
12244,11
15451,2
17460,2
19697,5
564,6
3902,6
6091,6
7972,6
10076,13
16977,40
565,2
14305,4
16776,8
566,21
2865,7
4875,9
5453,26
5813,39
7020,76
7515,16
8367,8
10232,5
12508,19
13055,7
13109,14
15651,1
18373,7
19552,7
19626,12
20200,5
20473,8
21601,12
567,14
1427,3
7361,21
8157,2
10577,3
11325,11
11698,6
12574,18
13626,3
16162,3
16436,3
21786,3
22327,3
22328,8
568,3
16936,3
22016,4
570,9
1898,10
2480,9
6744,22
14508,24
19787,24
20208,29
571,12
3752,10
3801,25
4319,5
7256,3
8857,5
9687,3
14598,5
16923,5
19259,6
21912,7
572,2
22367,17
573,15
2163,3
7362,4
11673,5
12174,9
14675,14
15479,4
16471,23
16550,5
17926,2
20055,19
20075,4
23082,5
574,8
2147,2
11404,11
13073,13
16199,8
20215,14
21239,9
575,4
4405,18
5261,27
15812,6
16135,6
576,6
3196,6
3528,10
8748,12
12305,13
16096,19
16102,6
577,2
9172,19
18519,18
579,1
13253,1
6449,2
581,6
1369,11
9201,3
9248,6
9636,30
10312,4
22846,3
583,8
4269,14
4478,11
11786,6
18275,13
18657,4
19297,13
21279,4
584,4
2763,15
17436,27
20733,19
11121,8
586,1
9108,12
587,16
818,17
1404,30
8273,51
8411,15
10045,24
14636,20
20169,18
21748,17
22110,24
22512,22
22755,40
588,1
15517,12
589,2
10108,7
13759,13
590,4
3555,4
3852,5
7390,4
21324,13
591,7
4248,6
7354,7
14309,12
17120,17
17149,6
19408,10
592,7
1456,9
2267,8
18123,6
22853,1
593,7
1703,11
8070,4
10803,2
11796,4
13588,3
22531,3
594,2
15128,10
19377,4
595,2
15371,12
16579,17
596,15
2386,13
7530,10
8739,7
10438,8
12748,10
14538,18
20163,6
20663,50
21226,6
21833,76
22414,15
22451,8
597,5
12723,5
14077,5
14138,5
14483,5
14767,19
3527,9
4314,2
6373,18
7163,2
7692,5
11994,3
14501,37
16596,3
20232,2
22030,9
22398,5
599,16
639,13
9628,16
9629,21
13414,22
13940,13
20234,7
20498,21
22946,27
694,19
7671,8
8310,11
8536,8
8627,17
8758,8
9254,12
9290,4
9606,3
9893,19
9977,3
10278,8
10405,6
10839,41
10851,21
12152,13
12267,2
12268,2
12745,9
13330,12
13462,3
13689,5
13992,1
14094,5
14101,16
14121,13
14185,12
14697,18
14885,7
14886,4
14889,10
14968,4
15017,3
16410,38
18845,28
19980,6
20133,10
20176,3
20270,3
20421,20
20424,2
20428,35
20957,11
21088,31
21115,12
21869,22
22401,8
22417,38
22459,12
602,2
15069,3
15701,2
603,1
6052,6
17613,10
17757,26
21137,5
605,2
10817,2
14759,11
606,1
5269,12
607,4
7914,4
8205,4
11750,16
14348,4
609,3
8658,2
9970,1
14539,2
610,7
8089,8
8589,6
10838,3
14540,7
19859,5
20180,3
22927,20
611,6
6044,3
14037,5
14774,7
19418,6
20174,11
612,3
8740,7
8747,3
12143,6
613,15
1402,7
2041,3
3006,3
3182,11
4717,7
11426,14
14407,3
15114,7
16117,6
16516,29
19181,3
19210,14
614,2
17789,9
615,10
2728,4
4480,3
5290,17
9530,4
10179,2
10395,5
10539,42
19473,2
21973,5
22169,2
616,6
4264,20
15528,2
17822,1
21385,8
617,1
14924,3
618,1
13040,34
620,1
621,8
19956,26
20499,8
622,2
2652,8
7128,5
623,5
5430,7
7108,2
20587,13
22218,3
22723,3
624,6
5585,6
13535,11
13625,6
16110,6
19917,8
625,4
875,8
11394,4
12560,4
19535,4
626,1
17835,24
627,7
12091,18
14372,24
15549,58
17037,54
19036,45
20525,19
20847,11
629,4
11686,4
15417,4
15419,4
630,6
2233,5
6381,5
7102,8
10328,6
11454,15
19655,5
631,6
1125,13
14174,6
15124,11
15872,40
16354,6
21813,6
632,1
3823,1
633,2
634,4
1004,4
18543,5
18564,4
22861,12
635,2
6387,5
16639,6
636,3
5904,9
11942,11
21583,16
637,7
10163,15
20192,7
21703,15
22460,7
638,16
1559,23
3536,25
4977,18
5123,94
6269,15
8642,9
12944,27
14473,8
15692,10
18852,8
20694,25
20965,1
22569,12
640,2
14285,5
20943,9
641,12
1317,9
1635,9
4095,6
4530,9
11934,38
14276,20
16600,7
18118,5
18436,9
21967,11
642,25
1877,13
3892,43
4030,33
6592,3
7310,42
8331,10
9182,12
9319,7
10349,13
10541,8
12989,12
13156,13
14794,2
15902,1
17168,8
17920,8
18086,20
19622,4
20372,3
20929,12
21979,22
643,3
5567,3
14825,4
20050,8
645,17
1164,7
2965,14
3001,25
3095,5
5593,4
6499,24
11363,4
11610,13
11688,7
14215,2
14963,10
15352,7
17784,37
22797,4
646,4
12094,4
14429,24
16704,28
647,10
887,19
5011,15
5590,9
5592,19
5899,19
7218,11
11608,9
13063,21
17909,22
3850,5
649,15
2457,20
3433,15
4341,19
5415,15
7413,15
7866,19
9140,15
11456,15
12920,22
15744,19
17209,19
19050,20
19063,19
20572,15
15570,9
17577,12
21491,6
651,2
11611,9
10009,12
10938,6
11847,4
13123,20
14558,25
17815,33
19845,2
1485,8
12362,9
654,3
3759,23
6100,2
655,5
5253,27
7946,5
10173,8
16601,9
21160,5
656,13
1222,13
2713,13
3604,17
5252,13
6756,20
7017,13
7744,24
11059,20
11345,13
12470,13
15523,23
15542,13
657,3
2339,5
2529,5
3856,3
658,17
1953,6
4216,5
4967,12
6250,31
6660,6
9908,32
10831,5
12900,9
17542,8
18163,53
20031,14
22170,31
659,3
3881,3
19631,3
21260,3
660,3
1488,3
6583,12
661,7
2243,6
7321,7
11118,3
16714,21
16916,8
18279,13
662,3
2757,10
663,3
2289,5
3051,2
13596,2
664,4
12980,3
17528,3
21654,5
23086,2
665,7
3490,23
3827,11
4443,13
15588,8
21341,3
11486,11
14380,27
16937,23
18526,23
19563,10
21200,1
8800,1
12258,1
669,3
2099,2
11323,2
670,4
6532,4
10675,22
18792,17
21972,7
671,4
2661,17
3634,22
14979,24
21153,4
956,8
2122,14
2467,3
2835,16
3310,8
6995,23
7545,8
8750,22
9169,24
11654,23
13292,5
14973,34
17283,33
17431,9
19097,50
19791,4
19794,8
21294,27
673,3
15809,10
17520,4
674,1
11992,3
675,4
21261,4
676,22
3645,8
3953,4
4959,9
5142,3
6670,11
8585,10
8755,12
11679,2
12065,13
12547,5
14183,4
15426,8
15650,3
16715,4
17004,2
18489,6
19740,8
20456,5
22567,4
22594,19
678,9
1218,12
5993,7
9511,7
10833,7
11180,3
17483,8
17876,7
17877,10
19968,3
679,2
680,4
9554,19
10814,16
17627,6
681,19
3023,28
6516,30
6684,19
8048,44
8732,33
9425,22
12747,19
14272,20
15038,8
20698,45
21388,19
682,1
683,2
9074,2
3133,3
3920,4
5437,7
6083,7
17692,8
19207,7
21431,7
685,1
9616,9
686,4
7168,3
10602,3
12845,1
18535,3
687,12
1398,20
2904,7
4746,17
5494,29
5880,20
8082,20
15423,10
16222,10
23055,10
688,11
6014,12
6058,7
6060,6
7690,12
8733,6
9603,7
10288,7
10767,13
17942,7
20651,21
689,5
12836,14
690,3
1083,6
19807,17
21300,6
691,5
7039,15
12017,5
12293,3
20615,13
22519,7
692,1
20086,1
693,1
12763,1
12731,31
20244,55
695,5
5359,4
11156,2
16088,3
17690,3
17788,10
696,5
1312,4
9405,8
15193,2
698,2
2747,17
7179,11
699,21
2091,11
2638,29
4389,13
4427,3
5220,18
5765,9
7772,7
7862,12
8125,7
8249,6
10598,10
11512,37
12429,7
15689,21
17534,10
17855,27
18557,20
18889,32
19360,3
21900,6
22285,19
700,5
812,9
16259,9
17731,18
701,36
2017,33
9392,29
11126,39
12361,31
14890,18
17244,58
18826,23
20116,41
22978,37
702,2
1911,10
18366,2
704,2
3541,2
15737,2
3503,5
5864,4
12080,4
706,6
2637,2
8496,21
14196,21
22704,4
707,6
4298,8
13998,7
708,3
6986,28
11342,3
16441,5
709,5
2178,2
8190,17
9077,2
12086,2
17006,1
710,9
1381,25
9337,21
11680,4
16980,14
18066,9
18127,4
711,1
7728,2
712,5
13616,4
18697,3
20682,2
22390,4
713,4
6301,2
10708,5
13721,7
20576,3
714,2
15460,22
19252,25
715,4
7404,1
15490,2
19638,5
19661,2
717,6
1460,1
4799,3
9155,37
718,5
2019,12
16192,5
19847,17
719,7
4616,7
4626,7
7317,7
10752,7
13015,12
14844,7
21371,7
720,5
6689,5
14258,5
17524,5
721,4
6695,4
18644,4
18693,4
722,2
16501,2
723,2
2248,13
6327,5
724,26
4773,8
5006,8
5898,6
6772,8
7552,7
8721,16
9486,13
11491,16
11592,5
13963,11
14008,10
16064,8
16856,5
17380,5
18662,16
19359,40
22913,73
12620,35
726,5
4829,5
15575,6
17783,19
727,6
4933,11
8464,4
12881,8
19617,4
728,3
2914,3
7349,3
729,4
7466,2
10642,6
21841,2
730,23
786,25
2357,7
2919,22
4052,3
4679,15
4951,5
4960,37
7106,7
7549,53
8039,6
13027,7
22738,16
731,6
4357,6
4913,12
12665,8
15219,6
17980,6
2455,14
7627,9
14024,16
14988,15
19415,15
19793,17
733,2
12262,4
734,33
2071,6
2645,9
3156,8
5312,5
6140,7
6240,27
6769,5
7457,5
7953,7
9237,10
11733,2
12095,9
12865,5
15433,5
16595,14
17147,12
17596,14
17781,19
19084,9
19310,32
21430,4
21919,18
22597,4
22845,1
16000,10
736,9
10141,4
13331,3
13557,28
16843,2
18433,7
19186,6
21640,37
22759,14
22804,16
737,7
11152,18
13004,25
15196,14
22975,25
738,6
2977,6
3564,22
3851,6
12658,6
16373,31
739,5
2719,9
4315,9
8843,5
18434,9
19294,5
740,6
3502,40
5748,13
7882,52
8429,8
9130,16
19311,7
741,2
18337,10
20854,16
742,8
1855,37
16628,39
16703,39
743,2
14867,8
14869,2
744,2
11344,2
21826,22
745,12
1484,16
2128,13
2280,20
5488,13
5510,35
5524,23
6985,20
12360,25
12542,27
15155,25
16561,16
746,4
10466,4
10748,15
13036,4
748,4
7987,17
14146,7
14704,6
749,3
10149,7
750,1
4575,1
751,6
5918,11
7217,7
9384,15
17604,6
19589,7
20903,7
752,2
7075,2
9754,2
753,3
6166,2
21908,7
754,3
1538,6
21929,26
755,4
3776,10
6372,4
15798,9
756,2
12146,73
14699,4
757,4
8675,28
9523,24
22634,15
9543,1
759,2
7693,8
14089,2
760,7
3533,19
761,2
10229,2
13030,12
763,7
7718,5
14474,5
764,3
4793,4
5297,30
10091,3
765,1
18253,24
1132,25
11651,11
12513,18
17101,7
18608,4
20389,7
768,4
4210,9
16038,7
20248,7
769,9
817,1
1590,5
4344,8
9764,2
14233,8
14271,4
14400,16
20457,4
770,6
4200,14
7060,6
7899,16
10002,8
12001,6
22237,19
771,2
19374,36
772,1
11752,3
773,14
3628,9
6479,18
9945,5
10882,14
12851,24
14690,11
20001,6
774,24
1034,7
2079,7
4883,6
6536,3
6608,5
7717,4
8293,3
9417,14
9463,6
11211,6
11496,5
15520,11
17238,7
17868,6
18324,9
775,16
1628,6
2418,7
3203,6
5620,5
6627,7
10270,5
13053,19
15721,5
18715,55
20043,11
20453,10
22955,11
776,4
2449,4
4614,31
16551,4
18702,29
777,2
6377,5
7211,2
778,3
7209,3
10927,3
779,10
4624,10
8614,10
13395,10
19278,10
20021,10
780,1
12635,1
781,12
3130,18
9289,46
9315,49
14606,8
14876,33
22654,8
23024,23
782,2
5342,2
18975,33
783,15
2043,5
2244,10
2268,5
3806,7
4272,10
6415,7
9181,5
13952,5
16620,7
16946,7
17077,5
19112,5
20556,7
22020,5
784,11
2415,16
6526,2
6992,3
7640,24
8490,7
18205,18
20843,4
23004,22
23046,25
785,4
938,4
7646,4
10047,4
18133,4
1851,1
2502,4
5035,8
5125,13
5477,3
7057,5
9243,5
13764,9
13939,18
16236,10
18393,10
787,3
2762,8
788,2
2407,14
789,2
7978,1
9668,1
790,17
2606,10
5191,32
5192,21
7150,35
11899,21
12019,20
14391,26
16278,13
17702,49
18400,16
20003,8
21228,11
22057,6
791,4
1859,7
16873,4
18707,7
20026,16
792,6
4802,10
10545,27
12419,30
793,1
21781,2
794,2
10285,2
10871,2
795,19
3930,19
5042,24
5406,18
6572,11
7891,11
10154,19
10412,9
10418,10
11084,12
12894,11
14618,9
14994,23
16348,11
21713,26
22408,30
796,3
7315,3
13095,6
21554,3
797,3
18711,3
798,9
2114,2
4039,14
4782,3
14726,3
17063,4
18764,24
20067,4
20214,4
799,5
1494,3
2153,14
3073,10
6566,9
11907,19
800,4
13527,7
15582,6
21581,12
1511,5
802,4
5971,10
14207,10
14519,10
803,3
1075,4
2643,3
16641,8
805,11
3607,37
4911,37
9914,11
9915,11
12921,42
14342,14
19157,11
19571,19
806,11
2940,22
6868,14
8097,28
11287,21
14674,4
22301,39
23008,13
807,3
3688,8
808,4
6805,26
13360,6
13645,7
809,3
8753,3
14432,11
811,3
937,15
6856,5
13707,19
11940,8
17491,8
20994,8
813,2
19052,2
814,5
6998,5
8370,41
20884,18
815,6
10544,17
12927,4
22135,35
22286,2
16960,40
819,1
15599,4
820,1
18667,1
821,2
14399,5
22919,16
1392,7
7924,6
12254,22
15344,7
823,2
9779,23
824,7
6112,15
12015,13
14897,23
16928,4
20123,41
20223,46
825,4
3094,4
4611,4
11581,4
22986,5
5177,9
5941,21
6201,9
7352,9
9685,9
14126,12
16921,21
17094,12
17458,22
19905,20
20883,13
22966,26
827,5
6322,4
11582,3
12363,3
20866,23
828,15
3913,12
5329,2
5776,3
9097,9
9995,15
10346,5
13669,23
14798,7
14962,26
16300,4
16664,19
20932,9
829,7
890,5
5687,23
6417,9
9466,20
10640,15
13996,15
18188,13
830,5
2447,5
12060,5
12061,5
15637,5
16294,17
831,3
8210,16
10677,2
12649,5
833,1
10652,6
2973,3
4351,36
7724,1
9349,4
13984,2
16314,18
16707,2
18841,11
4283,6
4573,14
5037,4
7570,19
836,4
2884,11
10964,14
15512,4
16591,12
837,5
9768,9
9877,131
9927,10
838,5
1076,5
3218,12
5175,17
20044,11
839,4
860,22
17984,4
20729,7
840,21
1359,9
2012,7
3918,28
4558,1
5365,4
5929,5
5956,22
7309,4
7508,4
9093,3
13947,1
14572,5
15146,18
16665,1
18602,14
19028,11
23127,13
842,7
5660,17
15782,9
22388,11
843,5
6870,7
9596,14
10188,17
17376,3
2215,6
2923,5
3376,5
3647,6
4237,5
4667,5
4857,2
6533,9
7054,2
17457,4
18585,12
19131,2
19432,5
21108,2
21252,3
21256,19
845,18
1236,18
4116,6
5114,10
6248,8
8216,7
8950,10
10408,9
13938,16
15772,17
16808,25
17913,10
846,3
2388,3
5171,14
7346,29
847,11
849,11
7151,27
13390,16
15140,24
16569,30
16634,11
17621,18
20708,22
848,1
12427,9
850,5
4899,11
6282,5
12959,16
4630,45
6448,6
6774,8
7076,6
7077,9
7653,6
8326,6
18479,5
853,4
12115,1
22215,6
854,2
9039,2
855,2
2465,10
5091,7
856,3
6873,6
9565,8
16899,6
857,5
14800,11
14801,5
858,12
11102,5
12344,19
12741,7
13848,2
17630,5
17780,2
19124,6
19510,4
21524,8
22713,21
859,5
6625,4
8766,5
9792,7
14192,5
1191,2
6723,8
7527,46
8624,2
11370,2
11589,12
11984,13
12388,12
14217,6
14226,47
15369,7
16076,6
16321,4
22760,7
22950,44
861,11
4320,20
20351,11
20798,5
20894,16
862,7
6755,7
10624,23
11637,32
19386,31
20297,4
22125,5
863,8
1819,8
3248,8
6697,8
7377,8
12870,8
12940,8
14819,8
18678,8
864,3
1799,3
10518,3
14984,6
